id,state_name,year,"YIELD, MEASURED IN LB / ACRE",AWC,SOM,CEC,Latitude,Longitude,EVI_01,EVI_02,EVI_03,EVI_04,EVI_05,EVI_06,EVI_07,EVI_08,EVI_09,EVI_10,EVI_11,EVI_12,GCI_01,GCI_02,GCI_03,GCI_04,GCI_05,GCI_06,GCI_07,GCI_08,GCI_09,GCI_10,GCI_11,GCI_12,NDVI_01,NDVI_02,NDVI_03,NDVI_04,NDVI_05,NDVI_06,NDVI_07,NDVI_08,NDVI_09,NDVI_10,NDVI_11,NDVI_12,NDWI_01,NDWI_02,NDWI_03,NDWI_04,NDWI_05,NDWI_06,NDWI_07,NDWI_08,NDWI_09,NDWI_10,NDWI_11,NDWI_12,ppt (mm)_01,ppt (mm)_02,ppt (mm)_03,ppt (mm)_04,ppt (mm)_05,ppt (mm)_06,ppt (mm)_07,ppt (mm)_08,ppt (mm)_09,ppt (mm)_10,ppt (mm)_11,ppt (mm)_12,ssm_01,ssm_02,ssm_03,ssm_04,ssm_05,ssm_06,ssm_07,ssm_08,ssm_09,ssm_10,ssm_11,ssm_12,susm_01,susm_02,susm_03,susm_04,susm_05,susm_06,susm_07,susm_08,susm_09,susm_10,susm_11,susm_12,tmax (degrees C)_01,tmax (degrees C)_02,tmax (degrees C)_03,tmax (degrees C)_04,tmax (degrees C)_05,tmax (degrees C)_06,tmax (degrees C)_07,tmax (degrees C)_08,tmax (degrees C)_09,tmax (degrees C)_10,tmax (degrees C)_11,tmax (degrees C)_12,tmean (degrees C)_01,tmean (degrees C)_02,tmean (degrees C)_03,tmean (degrees C)_04,tmean (degrees C)_05,tmean (degrees C)_06,tmean (degrees C)_07,tmean (degrees C)_08,tmean (degrees C)_09,tmean (degrees C)_10,tmean (degrees C)_11,tmean (degrees C)_12,tmin (degrees C)_01,tmin (degrees C)_02,tmin (degrees C)_03,tmin (degrees C)_04,tmin (degrees C)_05,tmin (degrees C)_06,tmin (degrees C)_07,tmin (degrees C)_08,tmin (degrees C)_09,tmin (degrees C)_10,tmin (degrees C)_11,tmin (degrees C)_12
01005,ALABAMA,2016,1037.0,0.119179104440915,0.844253733059141,13.6307690548591,31.8589311,-85.4032078,0.28025,0.30555,0.3363,0.42725,0.4361,0.4995,0.4706,0.48945,0.35955,0.2864,0.2966,0.293,7.586448598130842,7.796178343949045,7.062809917355372,10.886752136752136,16.067114093959734,13.109913793103448,14.510362694300518,19.96113074204947,10.772117962466488,9.032171581769436,6.880149812734082,7.089820359281438,0.6347,0.6324000000000001,0.60595,0.734,0.8101,0.76475,0.7726500000000001,0.8386,0.72845,0.6581,0.5981000000000001,0.60965,0.3836596385542168,0.4132696571720962,0.38206544836379097,0.5517433751743375,0.6821564412105177,0.580446590223295,0.6008021390374332,0.6558269364968597,0.536926846342317,0.4893532338308458,0.4135035270406449,0.37763426240652614,117.18,120.08,121.22,176.55,29.02,98.3,122.21,115.07,33.98,0.0,20.32,142.02,24.11618995666504,22.43569564819336,21.068532943725582,18.82971572875977,12.870805740356444,10.08957290649414,6.30224609375,11.015440940856934,8.305216789245605,4.283928871154785,3.3150577545166016,16.77120590209961,96.959716796875,92.22438049316406,88.24060821533203,82.166015625,53.12092590332031,39.12252426147461,21.794340133666992,42.85977935791016,32.36960983276367,18.71637344360352,11.776490211486816,59.62004852294922,13.4,17.7,23.0,25.2,29.0,33.6,34.6,33.7,33.6,29.0,24.3,18.0,7.6,10.7,16.5,18.5,22.2,26.9,28.1,27.9,26.6,20.8,16.1,12.0,1.8,3.7,9.9,11.8,15.4,20.3,21.7,22.1,19.6,12.7,8.0,6.0
01005,ALABAMA,2017,818.0,0.119179104440915,0.844253733059141,13.6307690548591,31.8589311,-85.4032078,0.2459,0.2597,0.3191,0.42725,0.46915,0.47285,0.53025,0.4091,0.4068,0.3515,0.34295,0.33555,6.0966386554621845,6.325153374233129,8.190371991247265,9.29391304347826,13.573891625615765,8.484033613445378,13.908277404921702,12.702185792349725,15.075709779179814,11.833333333333334,10.603825136612022,8.527233115468409,0.5799000000000001,0.5879,0.6524500000000001,0.68735,0.77125,0.7697,0.7958000000000001,0.7574000000000001,0.75595,0.7485,0.71385,0.6713,0.33096926713947983,0.2961823774199385,0.4520311149524632,0.44471564559433724,0.5972465919827237,0.6619054631129436,0.6676676676676676,0.5576952943003572,0.5942437040513061,0.5602251407129455,0.5376538740043447,0.5263525305410123,253.35,139.07,44.19,117.52,169.57,213.97,99.31,136.97,129.34,105.69,19.59,86.57,22.76279067993164,20.119678497314453,16.56402587890625,9.9420166015625,11.154788970947266,22.23721694946289,20.64029693603516,21.932710647583008,20.79847526550293,18.97666549682617,16.918851852416992,20.32044982910156,93.3183135986328,82.28587341308594,69.93794250488281,40.54051208496094,39.08713912963867,87.18060302734375,84.86283111572266,91.1781005859375,89.36698913574219,79.78450775146484,69.9373779296875,77.23014068603516,18.8,21.5,22.4,27.2,29.1,30.3,31.6,32.6,29.4,26.1,21.1,15.8,12.5,14.3,15.5,20.1,22.4,25.2,26.6,27.0,23.4,20.1,14.2,10.2,6.2,7.0,8.6,13.0,15.7,20.1,21.5,21.4,17.5,14.2,7.3,4.6
01005,ALABAMA,2018,987.0,0.119179104440915,0.844253733059141,13.6307690548591,31.8589311,-85.4032078,0.28485,0.27255,0.33235,0.36895,0.46015,0.54095,0.49715,0.42285,0.411,0.3487,0.3717,0.31445,7.300000000000001,7.668280871670701,6.8213114754098365,8.480544747081712,11.524590163934425,8.83053040103493,17.031884057971013,15.02555910543131,11.762376237623762,10.28042328042328,10.302884615384617,7.832971800433839,0.6351,0.62985,0.6086,0.67825,0.74285,0.7210000000000001,0.80045,0.7909,0.7478,0.7200000000000001,0.7127,0.65705,0.4247568186152966,0.4291417165668663,0.3511753044463325,0.4602936769553492,0.540128512032254,0.5482885085574573,0.6401265489058793,0.6759104577347145,0.5705147730734084,0.4851967955416231,0.5338443973250694,0.4874885844748859,41.63,140.56,63.59,118.07,169.33,133.1,194.42,203.99,105.42,171.6,127.18,186.27,23.31589698791504,21.87565994262696,22.04184532165528,21.298656463623047,19.12430000305176,20.3846378326416,22.31598281860352,22.33953857421875,15.264359474182127,17.901931762695312,22.20785522460937,24.593706130981445,92.69475555419922,90.09231567382812,91.5564193725586,91.9610824584961,78.44230651855469,83.64542388916016,88.00438690185547,92.63278198242188,63.81280517578125,73.60517120361328,87.95692443847656,97.64147186279295,13.3,21.5,20.4,23.8,29.5,32.0,32.2,31.3,32.6,26.8,17.8,16.0,6.6,15.9,13.5,16.5,23.6,26.5,27.0,26.3,27.0,21.0,12.1,10.3,-0.2,10.4,6.6,9.2,17.7,21.0,21.8,21.2,21.4,15.3,6.3,4.7
01005,ALABAMA,2019,824.0,0.119179104440915,0.844253733059141,13.6307690548591,31.8589311,-85.4032078,0.3375,0.31315,0.37785,0.4657,0.4897,0.4993,0.5571,0.45435,0.3964,0.3758,0.3097,0.30295,9.110344827586209,8.241758241758241,8.309090909090909,13.938303341902314,12.371369294605808,12.20528455284553,20.374999999999996,14.046575342465754,11.231920199501248,10.848484848484848,8.503579952267303,7.854030501089323,0.679,0.6456500000000001,0.6677000000000001,0.7804500000000001,0.7536,0.76085,0.7978000000000001,0.78895,0.7398,0.7243,0.6648000000000001,0.6353500000000001,0.4650233177881412,0.4033038544969131,0.45475209546810635,0.6157375225914083,0.5815950920245399,0.5840546141655493,0.6113074204946997,0.6122119477469544,0.5586272640610106,0.5179553542542867,0.43469645108989363,0.45584811033494527,142.5,30.41,85.18,134.4,62.14,95.08,82.39,179.22,31.92,129.9,85.31,195.21,23.40555000305176,23.36565399169922,20.687856674194336,19.868602752685547,16.189130783081055,11.384146690368652,8.959006309509277,4.856274604797363,2.432621479034424,10.552933692932127,21.662403106689453,24.05592536926269,93.79857635498048,93.58350372314452,87.47863006591797,83.32390594482422,71.6322250366211,44.2060432434082,36.027706146240234,18.034053802490234,10.441244125366213,30.934038162231445,86.86094665527344,95.4718780517578,15.6,20.8,20.3,24.9,30.6,31.7,33.6,32.9,33.9,27.7,18.4,17.2,9.6,14.7,14.1,18.0,23.9,26.0,27.4,27.1,26.5,21.4,11.8,11.1,3.7,8.6,7.8,11.1,17.1,20.3,21.3,21.2,19.0,15.1,5.3,5.1
01005,ALABAMA,2020,725.0,0.119179104440915,0.844253733059141,13.6307690548591,31.8589311,-85.4032078,0.2751,0.2858,0.37605,0.4353,0.4441,0.55625,0.46125,0.44965,0.4101,0.35225,0.3045,0.3024,6.866666666666667,7.443458980044346,8.321167883211679,10.329365079365079,14.954819277108433,15.390455531453362,13.945876288659793,11.740576496674057,13.74712643678161,10.595174262734584,9.946428571428573,8.811735941320293,0.6174000000000001,0.6272,0.6635,0.7212500000000001,0.7986000000000001,0.7776500000000001,0.781,0.74785,0.75295,0.7232500000000001,0.7051000000000001,0.648,0.3759638894113222,0.39334065129893897,0.44702549575070816,0.5192230943195424,0.6290942641857604,0.6097145291861951,0.5885495137652377,0.5665212649945474,0.5381387681702382,0.5202108963093146,0.5055259926320098,0.42431233362910376,179.06,207.47,132.7,172.85,109.7,109.25,163.51,131.15,375.6,57.38,85.18,60.38,23.97857666015625,23.50823783874512,16.408994674682617,13.779600143432615,11.080810546875,9.984996795654297,12.653194427490234,9.774264335632324,12.066537857055664,12.022994995117188,8.151864051818848,10.406408309936523,96.39188385009766,95.313232421875,71.84741973876953,54.965362548828125,49.36270523071289,39.12117004394531,50.19043731689453,36.05659484863281,53.21261978149414,48.70962524414063,31.086200714111328,40.23006439208984,16.9,17.1,24.5,24.7,27.8,31.0,33.1,32.7,28.5,26.6,22.3,15.1,10.8,11.4,18.6,18.0,21.4,25.5,27.4,27.3,23.7,20.7,16.3,8.1,4.8,5.6,12.8,11.3,14.9,20.0,21.6,21.8,18.9,14.8,10.3,1.1
01005,ALABAMA,2022,932.0,0.119179104440915,0.844253733059141,13.6307690548591,31.8589311,-85.4032078,0.275,0.2866,0.32655,0.3867,0.4502,0.47305,0.4133,0.36665,0.3719,0.3679,0.31655,0.29155,7.231308411214954,7.112266112266113,7.652985074626866,9.787746170678338,14.160857908847186,13.44665012406948,5.64826700898588,5.403225806451612,12.716923076923075,8.546511627906977,10.1267217630854,8.14420803782506,0.63815,0.61385,0.62705,0.7158,0.7675000000000001,0.7881,0.6949000000000001,0.63005,0.7561,0.6709,0.68265,0.63915,0.41713596138374903,0.39556509298998566,0.3882071236156839,0.5007610350076103,0.5835900308036965,0.619471488178025,0.6283603207042918,0.507663095076631,0.5864768683274022,0.5255497057912667,0.5014869888475836,0.41529454811562383,122.33,52.74,191.26,116.09,127.09,98.74,142.43,207.01,34.78,84.12,111.61,98.71,21.76445198059082,20.43098831176757,17.792449951171875,17.620563507080078,9.28598690032959,5.637985706329346,6.328969478607178,4.088783264160156,9.934656847497369,11.124662840876598,12.881723709885712,15.520541117070714,85.66395568847656,85.34999084472656,70.64372253417969,78.7034912109375,37.73627471923828,26.212665557861328,20.9714584350586,18.98496055603028,45.591044200388,50.7159978619411,58.72995273328032,68.92759160377568,14.2,18.9,22.8,25.0,29.7,34.0,32.7,31.8,30.1,25.3,20.5,16.2,7.6,11.6,15.0,17.5,23.1,27.5,27.3,26.8,23.7,17.0,14.3,10.4,1.1,4.4,7.3,10.1,16.5,21.0,21.8,21.8,17.3,8.6,8.0,4.5
01019,ALABAMA,2016,963.0,0.136685083486469,0.918232044503504,14.7591835917259,34.1142554,-85.6004514,0.22965,0.19555,0.32375,0.4787,0.47275,0.4851,0.59655,0.50805,0.4299,0.36485,0.3459,0.2766,7.116343490304709,6.221621621621622,6.075075075075074,11.443359375,14.58888888888889,15.71264367816092,17.408983451536642,17.23391812865497,11.859857482185273,12.019718309859156,7.890459363957596,5.9336492890995265,0.6193500000000001,0.5676,0.59035,0.7395,0.8077000000000001,0.8117000000000001,0.8176,0.81325,0.7498,0.7193,0.6206,0.5361,0.374941342092914,0.3373373373373374,0.39511472982975576,0.5937460913070669,0.6929110105580694,0.691189299214888,0.7159541648303217,0.6758935769954313,0.6168433626997164,0.5866803982148987,0.6005089058524172,0.39046412165373046,116.4,195.19,98.45,81.95,62.61,162.29,96.2,71.06,18.21,0.0,26.51,92.06,24.422849655151367,24.19811248779297,21.041074752807617,20.48806571960449,12.653989791870115,7.274259090423584,6.004186630249023,9.128108024597168,6.411300659179688,3.90678596496582,4.697681427001953,17.498149871826172,108.27667236328124,107.86419677734376,97.8990707397461,98.0955581665039,63.57861328125,31.683422088623047,23.38230323791504,37.649505615234375,28.76835823059082,19.032838821411133,16.083280563354492,72.17217254638672,9.2,13.5,20.7,23.5,27.4,33.2,34.1,33.3,33.7,28.5,21.6,13.3,3.2,7.1,13.3,15.8,20.0,25.8,27.6,27.2,25.7,19.6,12.5,7.3,-2.8,0.8,5.9,8.1,12.6,18.5,21.0,21.1,17.7,10.8,3.3,1.3
01019,ALABAMA,2017,964.0,0.136685083486469,0.918232044503504,14.7591835917259,34.1142554,-85.6004514,0.28725,0.2798,0.291,0.49085,0.5064500000000001,0.52075,0.51065,0.51035,0.3935,0.3254,0.28575,0.26145,7.402366863905325,6.897838899803537,8.054919908466818,11.31214953271028,11.989429175475685,9.811111111111112,23.320158102766797,14.744845360824742,14.559322033898306,11.453947368421053,8.552000000000001,6.777777777777778,0.57945,0.58655,0.6259,0.7382500000000001,0.79445,0.7617,0.8469,0.8165,0.7862,0.7447,0.66625,0.5889,0.34067663257277736,0.3212818405916188,0.3787456445993032,0.5841750841750842,0.6867536032944407,0.6471584038694075,0.6929426330994634,0.662086790912801,0.6060181945416376,0.5907563025210084,0.46803278688524597,0.3532737552434798,174.13,78.33,122.78,119.34,229.07,167.5,132.36,76.18,100.58,133.69,25.67,92.71,24.11914253234864,24.108848571777344,22.51131248474121,20.5628604888916,19.73136138916016,21.73068618774414,23.663558959960938,20.62132835388184,19.79170227050781,21.26540946960449,20.19271469116211,22.1077823638916,108.1316375732422,107.74661254882812,104.1278305053711,97.06542205810548,94.47713470458984,101.6656265258789,108.37199401855467,96.37055206298828,95.1871566772461,99.76934051513672,93.6794204711914,94.63990020751952,14.6,16.8,19.1,26.0,27.1,29.6,32.4,31.2,28.5,24.3,18.6,12.0,8.9,9.8,12.1,18.7,20.5,24.1,26.5,25.4,22.0,17.4,11.2,6.4,3.3,2.9,5.2,11.4,13.8,18.5,20.7,19.7,15.5,10.5,3.8,0.9
01019,ALABAMA,2018,1253.0,0.136685083486469,0.918232044503504,14.7591835917259,34.1142554,-85.6004514,0.23905,0.24745,0.30045,0.46405,0.51575,0.55135,0.47965,0.5032,0.4027,0.3627,0.32795,0.24545,6.890625000000001,6.750588235294118,6.417699115044247,10.365200764818356,13.371428571428572,17.17287234042553,31.432748538011694,7.072538860103625,17.10196078431373,14.137931034482758,10.329729729729731,5.834661354581673,0.6246,0.6021000000000001,0.60135,0.7425,0.7852,0.8237,0.864,0.7358,0.8123,0.751,0.68815,0.57355,0.38450993831391367,0.36737235367372356,0.36381386267491045,0.6143400325909831,0.6462739174219537,0.6871604938271604,0.7437509825499135,0.6088808571059766,0.6819092730916378,0.5661790938280414,0.5514433752775723,0.3941487200325071,29.51,187.38,145.21,105.12,84.94,181.43,85.3,198.64,125.87,49.53,158.64,248.0,23.972820281982425,24.244279861450195,22.955780029296875,21.4729061126709,12.85781478881836,10.095693588256836,7.301514148712158,8.222443580627441,7.652893543243408,12.377726554870604,22.97930145263672,24.10248756408692,106.50849151611328,108.8199234008789,106.3982162475586,104.44622802734376,59.61183166503906,46.78091430664063,29.041236877441406,35.368751525878906,27.8464298248291,54.64773941040039,100.42472839355467,108.42420959472656,8.9,17.9,16.9,21.4,29.6,31.9,32.3,31.7,31.9,24.6,14.2,11.9,2.2,12.0,10.4,13.9,22.9,25.2,26.1,25.9,26.1,18.4,8.1,7.0,-4.4,6.1,4.0,6.3,16.3,18.5,20.0,20.1,20.3,12.3,2.0,2.1
01019,ALABAMA,2019,1011.0,0.136685083486469,0.918232044503504,14.7591835917259,34.1142554,-85.6004514,0.29835,0.2794,0.3332,0.4735,0.5686,0.54695,0.5655,0.42235,0.42385,0.3531,0.3059,0.2679,6.416812609457093,6.24914089347079,6.467592592592593,11.88135593220339,14.346774193548388,14.098947368421051,17.398496240601503,19.414529914529915,14.427710843373493,10.406417112299463,10.632835820895522,7.388095238095238,0.59345,0.5667,0.6,0.7586,0.78405,0.78595,0.8094,0.8321000000000001,0.7815000000000001,0.7292000000000001,0.6832,0.62465,0.3930921052631579,0.3700276018834226,0.4068905364151767,0.6016859852476291,0.6354065957675369,0.6432581051666856,0.6530060797117766,0.7186544342507645,0.6273232724384432,0.5586408476434052,0.541229978247973,0.5007454739084132,153.0,295.92,134.15,124.31,84.74,152.07,117.83,152.45,33.37,198.27,100.27,171.42,24.538692474365234,24.698780059814453,22.333585739135746,19.897083282470703,16.973705291748047,18.4985466003418,14.047496795654297,8.497649192810059,3.4601008892059326,10.32003116607666,24.113170623779297,24.312599182128903,109.0904312133789,109.00080108642578,103.6637954711914,97.48377990722656,85.26890563964844,86.82166290283203,66.15259552001953,37.29119873046875,18.18402862548828,33.310359954833984,108.17406463623048,108.18497467041016,11.2,14.9,17.5,23.8,29.7,30.6,33.0,33.1,34.5,25.3,16.4,14.8,5.6,9.5,10.8,16.5,22.8,24.6,26.9,26.5,26.2,19.0,8.8,9.3,0.0,4.1,4.1,9.3,15.8,18.6,20.8,19.9,17.9,12.7,1.2,3.7
